"","X[[i]]","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","X.2b7c7b4f.4d4f.40d3.94de.c28b6fa054a6.","installationKey","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","genericName","taxonRank","taxonomicStatus","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","identifier","catalogNumber","institutionCode","gbifID","collectionCode","name","publishingCountry","organismQuantity","organismQuantityType","sampleSizeUnit","sampleSizeValue","relativeOrganismQuantity","identificationReferences","http...rs.tdwg.org.dwc.terms.sampleSizeValue","eventID","http...rs.tdwg.org.dwc.terms.organismQuantity","dynamicProperties","locality","eventRemarks","materialSampleID","occurrenceID","http...rs.tdwg.org.dwc.terms.sampleSizeUnit","http...rs.tdwg.org.dwc.terms.organismQuantityType","identificationRemarks","speciesKey","species","specificEpithet","depth","depthAccuracy","modified","references","created","associatedSequences","higherClassification","taxonID","individualCount","stateProvince","typeStatus","higherGeography","verbatimEventDate","institutionID","georeferenceProtocol","endDayOfYear","verbatimCoordinateSystem","datasetName","type","preparations","recordedBy","startDayOfYear","identifiedBy","continent","waterBody","rightsHolder","municipality","language","verbatimLocality","locationID","ownerInstitutionCode","accessRights","elevation","elevationAccuracy","typifiedName","fieldNumber","acceptedNameUsage","nomenclaturalCode","datasetID","collectionID","parentNameUsage","identificationID"
"330",NA,"2441859024","Methanoplanus Wildgruber et al., 1984",-22.59,-43.2436,"gass84","d2c5a3fa-e541-4399-b7b3-5d879af9f266","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:35.694+0000","2020-02-19T10:01:58.006+0000",18,"none","MATERIAL_SAMPLE",1000403,2,24,162,566,7789,1000403,1000403,"Methanoplanus Wildgruber et al., 1984","Archaea","Euryarchaeota","Methanomicrobiales","Methanomicrobiaceae","Methanoplanus","Methanoplanus","GENUS","ACCEPTED",2014,12,1,"2014-12-01T00:00:00","2020-02-19T10:01:58.006+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Methanomicrobia","BR","none","none","Brazil","MGYA00362170_Archaea::Euryarchaeota:Methanomicrobia:Methanomicrobiales:Methanomicrobiaceae:Methanoplanus",NA,NA,"2441859024",NA,"Methanoplanus Wildgruber et al., 1984","GB",8,"DNA sequence reads","DNA sequence reads",1537451,5.20341786502464e-06,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","1537451","MGYA00362170","8","{""geographic location (longitude)"":""-43.24362"",""geographic location (country and/or sea,region)"":""Brazil: Rio de Janeiro: Rio de Janeiro"",""collection date"":""2014-12-01"",""geographic location (latitude)"":""-22.59004"",""instrument model"":""Illumina MiSeq"",""last update date"":""2017-11-08""}","Rio de Janeiro","16S from sediment sample","https://www.ebi.ac.uk/metagenomics/samples/SRS2484800","MGYA00362170_Archaea::Euryarchaeota:Methanomicrobia:Methanomicrobiales:Methanomicrobiaceae:Methanoplanus","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00362170#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",NA,"2441852202","Methanomicrobium Balch & Wolfe, 1981",-22.59,-43.2436,"gass84","d2c5a3fa-e541-4399-b7b3-5d879af9f266","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:35.694+0000","2020-02-19T10:01:58.009+0000",18,"none","MATERIAL_SAMPLE",1000407,2,24,162,566,7789,1000407,1000407,"Methanomicrobium Balch & Wolfe, 1981","Archaea","Euryarchaeota","Methanomicrobiales","Methanomicrobiaceae","Methanomicrobium","Methanomicrobium","GENUS","ACCEPTED",2014,12,1,"2014-12-01T00:00:00","2020-02-19T10:01:58.009+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Methanomicrobia","BR","none","none","Brazil","MGYA00362168_Archaea::Euryarchaeota:Methanomicrobia:Methanomicrobiales:Methanomicrobiaceae:Methanomicrobium",NA,NA,"2441852202",NA,"Methanomicrobium Balch & Wolfe, 1981","GB",3,"DNA sequence reads","DNA sequence reads",2296927,1.30609287974759e-06,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","2296927","MGYA00362168","3","{""geographic location (longitude)"":""-43.24362"",""geographic location (country and/or sea,region)"":""Brazil: Rio de Janeiro: Rio de Janeiro"",""collection date"":""2014-12-01"",""geographic location (latitude)"":""-22.59004"",""instrument model"":""Illumina MiSeq"",""last update date"":""2017-11-08""}","Rio de Janeiro","16S from interstitial water sample","https://www.ebi.ac.uk/metagenomics/samples/SRS2484803","MGYA00362168_Archaea::Euryarchaeota:Methanomicrobia:Methanomicrobiales:Methanomicrobiaceae:Methanomicrobium","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00362168#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",NA,"2441854190","Methanospirillum Ferry et al., 1974",-22.59,-43.2436,"gass84","d2c5a3fa-e541-4399-b7b3-5d879af9f266","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:35.694+0000","2020-02-19T10:01:57.907+0000",18,"none","MATERIAL_SAMPLE",1000415,2,24,162,566,3806,1000415,1000415,"Methanospirillum Ferry et al., 1974","Archaea","Euryarchaeota","Methanomicrobiales","Methanospirillaceae","Methanospirillum","Methanospirillum","GENUS","ACCEPTED",2014,9,1,"2014-09-01T00:00:00","2020-02-19T10:01:57.907+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Methanomicrobia","BR","none","none","Brazil","MGYA00362169_Archaea::Euryarchaeota:Methanomicrobia:Methanomicrobiales:Methanospirillaceae:Methanospirillum",NA,NA,"2441854190",NA,"Methanospirillum Ferry et al., 1974","GB",198,"DNA sequence reads","DNA sequence reads",1280196,0.000154663817103006,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","1280196","MGYA00362169","198","{""geographic location (longitude)"":""-43.24362"",""geographic location (country and/or sea,region)"":""Brazil: Rio de Janeiro: Rio de Janeiro"",""collection date"":""2014-09-01"",""geographic location (latitude)"":""-22.59004"",""instrument model"":""Illumina MiSeq"",""last update date"":""2017-11-08""}","Rio de Janeiro","16S from interstitial water sample","https://www.ebi.ac.uk/metagenomics/samples/SRS2484801","MGYA00362169_Archaea::Euryarchaeota:Methanomicrobia:Methanomicrobiales:Methanospirillaceae:Methanospirillum","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00362169#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",NA,"2441853172","Methanospirillum Ferry et al., 1974",-22.59,-43.2436,"gass84","d2c5a3fa-e541-4399-b7b3-5d879af9f266","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:35.694+0000","2020-02-19T10:01:57.955+0000",18,"none","MATERIAL_SAMPLE",1000415,2,24,162,566,3806,1000415,1000415,"Methanospirillum Ferry et al., 1974","Archaea","Euryarchaeota","Methanomicrobiales","Methanospirillaceae","Methanospirillum","Methanospirillum","GENUS","ACCEPTED",2014,12,1,"2014-12-01T00:00:00","2020-02-19T10:01:57.955+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Methanomicrobia","BR","none","none","Brazil","MGYA00362168_Archaea::Euryarchaeota:Methanomicrobia:Methanomicrobiales:Methanospirillaceae:Methanospirillum",NA,NA,"2441853172",NA,"Methanospirillum Ferry et al., 1974","GB",696,"DNA sequence reads","DNA sequence reads",2296927,0.000303013548101442,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","2296927","MGYA00362168","696","{""geographic location (longitude)"":""-43.24362"",""geographic location (country and/or sea,region)"":""Brazil: Rio de Janeiro: Rio de Janeiro"",""collection date"":""2014-12-01"",""geographic location (latitude)"":""-22.59004"",""instrument model"":""Illumina MiSeq"",""last update date"":""2017-11-08""}","Rio de Janeiro","16S from interstitial water sample","https://www.ebi.ac.uk/metagenomics/samples/SRS2484803","MGYA00362168_Archaea::Euryarchaeota:Methanomicrobia:Methanomicrobiales:Methanospirillaceae:Methanospirillum","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00362168#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",NA,"2441860813","Methanospirillum Ferry et al., 1974",-22.59,-43.2436,"gass84","d2c5a3fa-e541-4399-b7b3-5d879af9f266","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:35.694+0000","2020-02-19T10:01:57.953+0000",18,"none","MATERIAL_SAMPLE",1000415,2,24,162,566,3806,1000415,1000415,"Methanospirillum Ferry et al., 1974","Archaea","Euryarchaeota","Methanomicrobiales","Methanospirillaceae","Methanospirillum","Methanospirillum","GENUS","ACCEPTED",2014,12,1,"2014-12-01T00:00:00","2020-02-19T10:01:57.953+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Methanomicrobia","BR","none","none","Brazil","MGYA00362170_Archaea::Euryarchaeota:Methanomicrobia:Methanomicrobiales:Methanospirillaceae:Methanospirillum",NA,NA,"2441860813",NA,"Methanospirillum Ferry et al., 1974","GB",158,"DNA sequence reads","DNA sequence reads",1537451,0.000102767502834237,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","1537451","MGYA00362170","158","{""geographic location (longitude)"":""-43.24362"",""geographic location (country and/or sea,region)"":""Brazil: Rio de Janeiro: Rio de Janeiro"",""collection date"":""2014-12-01"",""geographic location (latitude)"":""-22.59004"",""instrument model"":""Illumina MiSeq"",""last update date"":""2017-11-08""}","Rio de Janeiro","16S from sediment sample","https://www.ebi.ac.uk/metagenomics/samples/SRS2484800","MGYA00362170_Archaea::Euryarchaeota:Methanomicrobia:Methanomicrobiales:Methanospirillaceae:Methanospirillum","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00362170#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",NA,"2441855058","Methanocalculus Ollivier et al., 1998",-22.59,-43.2436,"gass84","d2c5a3fa-e541-4399-b7b3-5d879af9f266","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:35.694+0000","2020-02-19T10:01:58.039+0000",18,"none","MATERIAL_SAMPLE",1000417,2,24,162,566,NA,1000417,1000417,"Methanocalculus Ollivier et al., 1998","Archaea","Euryarchaeota","Methanomicrobiales",NA,"Methanocalculus","Methanocalculus","GENUS","ACCEPTED",2014,9,1,"2014-09-01T00:00:00","2020-02-19T10:01:58.039+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Methanomicrobia","BR","none","none","Brazil","MGYA00362169_Archaea::Euryarchaeota:Methanomicrobia:Methanomicrobiales:Methanocalculaceae:Methanocalculus",NA,NA,"2441855058",NA,"Methanocalculus Ollivier et al., 1998","GB",2,"DNA sequence reads","DNA sequence reads",1280196,1.56226077881824e-06,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","1280196","MGYA00362169","2","{""geographic location (longitude)"":""-43.24362"",""geographic location (country and/or sea,region)"":""Brazil: Rio de Janeiro: Rio de Janeiro"",""collection date"":""2014-09-01"",""geographic location (latitude)"":""-22.59004"",""instrument model"":""Illumina MiSeq"",""last update date"":""2017-11-08""}","Rio de Janeiro","16S from interstitial water sample","https://www.ebi.ac.uk/metagenomics/samples/SRS2484801","MGYA00362169_Archaea::Euryarchaeota:Methanomicrobia:Methanomicrobiales:Methanocalculaceae:Methanocalculus","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00362169#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",NA,"2441855942","Methanocalculus Ollivier et al., 1998",-22.59,-43.2436,"gass84","d2c5a3fa-e541-4399-b7b3-5d879af9f266","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:35.694+0000","2020-02-19T10:01:58.034+0000",18,"none","MATERIAL_SAMPLE",1000417,2,24,162,566,NA,1000417,1000417,"Methanocalculus Ollivier et al., 1998","Archaea","Euryarchaeota","Methanomicrobiales",NA,"Methanocalculus","Methanocalculus","GENUS","ACCEPTED",2014,12,1,"2014-12-01T00:00:00","2020-02-19T10:01:58.034+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Methanomicrobia","BR","none","none","Brazil","MGYA00362168_Archaea::Euryarchaeota:Methanomicrobia:Methanomicrobiales:Methanocalculaceae:Methanocalculus",NA,NA,"2441855942",NA,"Methanocalculus Ollivier et al., 1998","GB",223,"DNA sequence reads","DNA sequence reads",2296927,9.70862373945711e-05,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","2296927","MGYA00362168","223","{""geographic location (longitude)"":""-43.24362"",""geographic location (country and/or sea,region)"":""Brazil: Rio de Janeiro: Rio de Janeiro"",""collection date"":""2014-12-01"",""geographic location (latitude)"":""-22.59004"",""instrument model"":""Illumina MiSeq"",""last update date"":""2017-11-08""}","Rio de Janeiro","16S from interstitial water sample","https://www.ebi.ac.uk/metagenomics/samples/SRS2484803","MGYA00362168_Archaea::Euryarchaeota:Methanomicrobia:Methanomicrobiales:Methanocalculaceae:Methanocalculus","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00362168#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",NA,"2441857343","Methanocalculus Ollivier et al., 1998",-22.59,-43.2436,"gass84","d2c5a3fa-e541-4399-b7b3-5d879af9f266","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:35.694+0000","2020-02-19T10:01:57.873+0000",18,"none","MATERIAL_SAMPLE",1000417,2,24,162,566,NA,1000417,1000417,"Methanocalculus Ollivier et al., 1998","Archaea","Euryarchaeota","Methanomicrobiales",NA,"Methanocalculus","Methanocalculus","GENUS","ACCEPTED",2014,12,1,"2014-12-01T00:00:00","2020-02-19T10:01:57.873+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Methanomicrobia","BR","none","none","Brazil","MGYA00362170_Archaea::Euryarchaeota:Methanomicrobia:Methanomicrobiales:Methanocalculaceae:Methanocalculus",NA,NA,"2441857343",NA,"Methanocalculus Ollivier et al., 1998","GB",8,"DNA sequence reads","DNA sequence reads",1537451,5.20341786502464e-06,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","1537451","MGYA00362170","8","{""geographic location (longitude)"":""-43.24362"",""geographic location (country and/or sea,region)"":""Brazil: Rio de Janeiro: Rio de Janeiro"",""collection date"":""2014-12-01"",""geographic location (latitude)"":""-22.59004"",""instrument model"":""Illumina MiSeq"",""last update date"":""2017-11-08""}","Rio de Janeiro","16S from sediment sample","https://www.ebi.ac.uk/metagenomics/samples/SRS2484800","MGYA00362170_Archaea::Euryarchaeota:Methanomicrobia:Methanomicrobiales:Methanocalculaceae:Methanocalculus","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00362170#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","no data found, try a different search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","no data found, try a different search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","no data found, try a different search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",NA,"1318462939","Hexarthra longicornicula Turner, 1987",-22.2167,-41.6167,"gass84","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862",NA,"b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","DWC_ARCHIVE","2020-05-18T11:23:13.046+0000","2020-05-19T14:43:42.862+0000",145,"none","PRESERVED_SPECIMEN",1000432,1,91,307,1005,7519,1000426,1000432,"Hexarthra longicornicula Turner, 1987","Animalia","Rotifera","Flosculariaceae","Hexarthridae","Hexarthra","Hexarthra","SPECIES","ACCEPTED",1983,9,14,"1983-09-14T00:00:00","2020-05-19T14:43:42.862+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Eurotatoria","BR","none","none","Brazil","http://n2t.net/ark:/65665/337c09377-8688-4619-beb1-ddf53b9e204d","99532","USNM","1318462939","Invertebrate Zoology","Hexarthra longicornicula Turner, 1987","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake Cabeunas",NA,NA,"http://n2t.net/ark:/65665/337c09377-8688-4619-beb1-ddf53b9e204d",NA,NA,NA,1000432,"Hexarthra longicornicula","longicornicula",NA,NA,NA,NA,NA,NA,"Animalia, Rotifera",NA,1,"Rio de Janeiro","PARATYPE","Brazil, Rio de Janeiro","14 SEP 1983","http://biocol.org/urn:lsid:biocol.org:col:34871","unknown, from legacy","257","Degrees Minutes Seconds","NMNH Extant Biology","PhysicalObject","Slide","F. Esteves","257","Turner, P. N.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",NA,"1318805242","Hexarthra longicornicula Turner, 1987",-22.2167,-41.6167,"gass84","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862",NA,"b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","DWC_ARCHIVE","2020-05-18T11:23:13.046+0000","2020-05-19T14:44:20.223+0000",145,"none","PRESERVED_SPECIMEN",1000432,1,91,307,1005,7519,1000426,1000432,"Hexarthra longicornicula Turner, 1987","Animalia","Rotifera","Flosculariaceae","Hexarthridae","Hexarthra","Hexarthra","SPECIES","ACCEPTED",1983,9,14,"1983-09-14T00:00:00","2020-05-19T14:44:20.223+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Eurotatoria","BR","none","none","Brazil","http://n2t.net/ark:/65665/346dba7e7-9b03-4d95-84df-d011bbed5979","99533","USNM","1318805242","Invertebrate Zoology","Hexarthra longicornicula Turner, 1987","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake Cabeunas",NA,NA,"http://n2t.net/ark:/65665/346dba7e7-9b03-4d95-84df-d011bbed5979",NA,NA,NA,1000432,"Hexarthra longicornicula","longicornicula",NA,NA,NA,NA,NA,NA,"Animalia, Rotifera",NA,4,"Rio de Janeiro","PARATYPE","Brazil, Rio de Janeiro","14 SEP 1983","http://biocol.org/urn:lsid:biocol.org:col:34871","unknown, from legacy","257","Degrees Minutes Seconds","NMNH Extant Biology","PhysicalObject","Alcohol (Ethanol)","F. Esteves","257","Turner, P. N.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",NA,"1321750799","Hexarthra longicornicula Turner, 1987",-22.2167,-41.6167,"gass84","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862",NA,"b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","DWC_ARCHIVE","2020-05-18T11:23:13.046+0000","2020-05-19T14:43:44.000+0000",145,"none","PRESERVED_SPECIMEN",1000432,1,91,307,1005,7519,1000426,1000432,"Hexarthra longicornicula Turner, 1987","Animalia","Rotifera","Flosculariaceae","Hexarthridae","Hexarthra","Hexarthra","SPECIES","ACCEPTED",1983,9,14,"1983-09-14T00:00:00","2020-05-19T14:43:44.000+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Eurotatoria","BR","none","none","Brazil","http://n2t.net/ark:/65665/3c929e2b3-a884-4731-ac7c-84f60938be6f","99531","USNM","1321750799","Invertebrate Zoology","Hexarthra longicornicula Turner, 1987","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake Cabeunas",NA,NA,"http://n2t.net/ark:/65665/3c929e2b3-a884-4731-ac7c-84f60938be6f",NA,NA,NA,1000432,"Hexarthra longicornicula","longicornicula",NA,NA,NA,NA,NA,NA,"Animalia, Rotifera",NA,1,"Rio de Janeiro","PARATYPE","Brazil, Rio de Janeiro","14 SEP 1983","http://biocol.org/urn:lsid:biocol.org:col:34871","unknown, from legacy","257","Degrees Minutes Seconds","NMNH Extant Biology","PhysicalObject","Slide","F. Esteves","257","Turner, P. N.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",NA,"1143305668","Hexarthra Schmarda, 1854",-21.597799,-46.983101,"gass84,cdpi","e5080aa7-f479-41f0-bb89-278feafd3cda","b035747d-16a4-46e1-b599-599d43e1acc9",NA,"41af1a06-4411-437c-b83a-e5f326755d5a","DWC_ARCHIVE","2020-02-06T05:33:42.606+0000","2020-02-10T20:13:20.550+0000",120,"none","UNKNOWN",1000426,1,91,307,1005,7519,1000426,1000426,"Hexarthra Schmarda, 1854","Animalia","Rotifera","Flosculariaceae","Hexarthridae","Hexarthra","Hexarthra","GENUS","ACCEPTED",NA,NA,NA,NA,"2020-02-10T20:13:20.550+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Eurotatoria","BR","none","none","Brazil","61320006","6132",NA,"1143305668",NA,"Hexarthra Schmarda, 1854","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61320006",NA,NA,NA,NA,NA,NA,NA,NA,"2003-06-23T00:00:00.000+0000",NA,NA,NA,NA,"6003713",0,"Sp",NA,NA,NA,"155",NA,NA,NA,"SinBIOTA","Event",NA,"Takako Matsumura Tundisi",NA,NA,"SOUTH_AMERICA","Pardo","Public","São José do Rio Pardo","pt_BR","Rep Limoeiro","4749","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
